contentid,contenttypeid,title,homepage,tel,zipcode,addr1,addr2,areacode,sigungucode,cat1,cat2,cat3,mapx,mapy,mlevel,firstimage,firstimage2,createdtime,modifiedtime,overview,cpyrhtDivCd,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,telname
134479,39,한수위숯불갈비,,033-681-9292,24729,강원특별자치도 고성군 간성읍 간성로67번길 10,,32,2,A05,A0502,A05020100,128.4672333,38.37876803,6,http://tong.visitkorea.or.kr/cms/resource/90/1814090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1814090_image3_1.jpg,2.00401E+13,2.02412E+13,"한수위숯불갈비는 간성읍 하리마을회관에 위치하고 있다. 고급스러운 인테리어로 꾸며진 고기 전문식당으로 다른 곳에서 오랫동안 영업하다가 현 장소로 이전하여 내부에는 가운데에 큰 홀과 2개의 방이 있다. 비교적 저렴한 가격에 한우 생갈비 구이를 맛볼 수 있으며, 강원도의 청정 자연을 바라보면서 고기를 먹을 수 있어 운치를 더한다.",Type3,51,820,FD,FD01,FD010100,한수위숯불갈비
136082,12,설악포유리조트,,033-633-9100,24763,강원특별자치도 고성군 토성면 잼버리동로 97,,32,2,A02,A0202,A02020200,128.5195664,38.23378595,6,http://tong.visitkorea.or.kr/cms/resource/52/1581452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1581452_image3_1.jpg,2.00312E+13,2.02503E+13,"객실문을 열면 내집 같은 편안함과 휴양지만의 자연미를 맛볼 수 있다. 이용객 수에 따라 자유롭게 선택하는 여러 평형의 객실과 슈퍼마켓, 노래방 등 다양한 부대시설까지 갖춰, 전원의 향취와 도심의 라이프 스타일이 그대로 이어진다. 속초 시내에서 10분 거리에 위치하여 자연과 문화가 조화를 이루며, 각종 위락 시설과 국제적인 규모의 대단위 캠프장 및 첨단 부대시설도 완비되어 있다. 산악 훈련 코스와 하계 캠프가 열리는 세계 잼버리 대회장도 5분 거리에 위치해 있다. 복잡한 도심 생활에서 지친 심신을 자연의 품에서 쉬게 하고, 삶의 여유를 되찾는 데 더없이 좋은 휴식처이다.",Type3,51,820,VE,VE05,VE050200,
136085,12,오션투유리조트 속초설악비치 호텔앤콘도,,1666-1243,24750,강원특별자치도 고성군 죽왕면 삼포해변길 9,,32,2,A02,A0202,A02020200,128.5310878,38.31691537,6,http://tong.visitkorea.or.kr/cms/resource/32/2564932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2564932_image2_1.jpg,2.00312E+13,2.02503E+13,"해당화와 울창한 소나무 숲 그리고 눈부신 백사장이 조화를 이루고 있으며, 낮은 수심과 깨끗한 해변으로 가족이 함께 즐길 수 있는 삼포해변에 자리 잡은 오션투유(구, 삼포 코레스코)는 수채와 같은 사계절 바다 풍경을 감상할 수 있다. 또한, 해변가를 따라 늘어선 오션투유(구, 삼포 코레스코)에서는 더욱 가까이 바다향기를 느낄 수 있다.",Type3,51,820,VE,VE05,VE050200,오션투유리조트 속초설악비치 호텔앤콘도
136093,12,켄싱턴리조트 설악비치,,033-631-7601,24765,강원특별자치도 고성군 토성면 동해대로 4800,,32,2,A02,A0202,A02020200,128.5722419,38.24279703,6,http://tong.visitkorea.or.kr/cms/resource/52/3330552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3330552_image3_1.jpg,2.00404E+13,2.02503E+13,"산과 바다, 호수와 들판 그리고 계곡에서 만나는 강원도의 자연과 그 속에 오롯이 남은 추억들이 영화처럼 펼쳐지는 곳, 바로 켄싱턴리조트 설악비치이다. 지난 20년 이상 국내 핵심관광지역에 회원제 콘도를 설립, 운영하고 있는 켄싱턴리조트는 다양한 국내 체인망을 보유하고 있으며 특히 각 체인이 산, 강, 해변, 섬, 온천지구 등 천혜의 입지 조건과 유명관광지에 위치하고 있어 그 명성이 매우 높은 휴양 콘도미니엄이다. 켄싱턴리조트 설악비치는 바닷가에 위치해 있으며, 설악과 동해가 한눈에 펼쳐진다. 넓은 백사장과 아름다운 바닷가에서는 가족과 함께 깨끗하고 쾌적하게 해수욕을 즐길 수 있다. 객실은 보다 현대적인 감각으로 안락하게 꾸며져 있으며 다양한 콘셉트로 고객 취향에 한 걸음 더 다가가고자 노력했다. 고품격 인테리어와 차원이 다른 서비스로 고객 감동 그 이상을 맛볼 수 있을 것이다. 부대시설로는 해수사우나, 키즈월드, 애슐리퀸즈, 로이드, 연회장(50석) 등이 갖추어져 있다. 모든 편리함이 갖추어진 최신 설비와 고객의 취향을 만족시켜 주는 최상의 서비스를 통해 편안하고 안락하게 지내실 수 있도록 모든 편의를 제공하고 있다.",Type3,51,820,VE,VE05,VE050200,
136525,12,일성설악온천콘도&리조트,,통합 1566-8113<br />설악 033-636-0013,24768,강원특별자치도 고성군 토성면 고성대로 47-24,,32,2,A02,A0202,A02020200,128.5036742,38.2091274,6,http://tong.visitkorea.or.kr/cms/resource/77/1581477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1581477_image3_1.jpg,2.00309E+13,2.02503E+13,산과 바다 그리고 자연의 아름다움이 한 곳에 있는 리조트이다. 골짜기 가득 초목의 향기 속에서 삼림욕을 즐겨보자. 봉우리마다 휘감고 도는 안개바다도 감상하고 풍부하게 솟아오르는 청옥 온천욕도 추천한다. 최고의 편의시설과 레저시설로 각광받는 곳 '일성설악온천콘도&리조트' 이다.,Type3,51,820,VE,VE05,VE050200,
137477,32,금강산콘도,"<a href=""http://www.mibong.co.kr"" target=""_blank"" title=""새창 : 금강산콘도 홈페이지로 이동"">http://www.mibong.co.kr</a>",033-680-7800,24702,강원특별자치도 고성군 현내면 금강산로 416,,32,2,B02,B0201,B02010500,128.4193669,38.51082945,6,http://tong.visitkorea.or.kr/cms/resource/87/1335487_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1335487_image3_1.jpg,2.00309E+13,2.02406E+13,"금강산콘도는 1998년 5월 강원도 고성군 화진포해수욕장 인근에 개관하여 전국 11개 지역 체인콘도와 연계하여 운영 중에 있다. 천혜의 관광지인 금강산 자락에 위치하여 동해의 푸른 파도와 소나무 숲으로 둘러싸인 무송정섬과 해수욕장에 접해있는 콘도이다. 아름다운 위치만큼이나 최고급 시설을 갖추었고 호텔형 객실, 한식당, 해수사우나, 볼링장, 커피숍, 당구장, 노래방 등 다양한 부대시설은 이용자의 즐거움을 한층 더 높여준다. 특히 청옥해수사우나는 이곳 청정해역의 해수를 직접 끌어들여 운영하며 해수에는 미네랄, 칼슘, 마그네슘 등 인체에 필수적인 요소들이 내포하고 있어 신경통, 류머티즘, 성인병, 피부미용 등에 특효가 있어 많은 고객들로부터 사랑을 받고 있다. 객실은 베란다 앞에 바로 펼쳐진 푸른 바다와 하늘 그리고 소나무가 울창한 무송정섬이 어우러진 멋진 풍경과 함께 한적한 여유로움을 선사한다. 넓은 창문 너머 탁 트인 바다가 한눈에 보이며 창을 열면 시원한 바닷바람이 가슴속까지 들어온다. 신비롭고 장엄하기까지 한 동해바다의 경관은 잊지 못할 추억으로 남을 것이다.",Type3,51,820,AC,AC02,AC020100,
1846297,25,바다와 호수가 아름다운 동해안 최북단 여행,,,,,,32,2,C01,C0112,C01120001,128.4598152,38.44651275,,http://tong.visitkorea.or.kr/cms/resource/79/181579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/181579_image3_1.jpg,2.01309E+13,2.02308E+13,"고성에는 화진포호라 불리는 석호가 있다. 바다였던 지역이 자연 현상으로 호수가 된 곳이다. 화진포호와 함께 드라마 '겨울연가'의 촬영지인 화진포해변까지 경관이 수려하다. 한국전쟁을 전후해 조성된 옛 별장도 그대로 남아 있다. 북으로 달리면 더는 갈 수 없는 통일전망대가 가로막아 서고 DMZ박물관, 통일전망대 등 안보체험도 가능하다.",Type3,51,820,C01,C0112,C01120001,
1853384,25,고성의 독특한 전통문화를 즐기다,,,,,,32,2,C01,C0112,C01120001,128.4728487,38.22664143,,http://tong.visitkorea.or.kr/cms/resource/98/217598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/217598_image3_1.jpg,2.0131E+13,2.02308E+13,"강원도 최북단에 자리한 고성은 추위를 피하기 위해 지은 독특한 형태의 전통 가옥과 송강 정철 선생의 <관동별곡>에 나오는 청간정 등 전통문화가 살아 숨쉬는 고장이다. 수려한 산세에 깃든 마을과 가옥, 푸른 바다가 바라다 보이는 정자를 둘러보다 보면 고성의 특별함이 절로 느껴진다.",Type3,51,820,C01,C0112,C01120001,
1853385,25,심산계곡과 고찰을 찾아 떠나는 여행,,,,,,32,2,C01,C0114,C01140001,128.3790123,38.330983,6,http://tong.visitkorea.or.kr/cms/resource/77/573577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/573577_image3_1.jpg,2.0131E+13,2.02308E+13,진부령에서 내려오면 이름도 재미있는 소똥령마을이 있다. 소똥령 트레킹 후 청정한 장산계곡에서 시원한 물놀이를 즐기고 천년 고찰 건봉사로 간다. 건봉사는 임진왜란 때 사명대사가 승병을 일으킨 곳이자 왜군이 통도사에서 약탈해간 부처님의 치아사리를 되찾아와 봉안한 사찰이다. 건봉사의 내력을 알고 템플스테이를 통해 자신의 내면을 돌아본다.,Type3,51,820,C01,C0114,C01140001,
1911421,38,고성 DMZ박물관 뮤지엄샵,"DMZ박물관 <a href=""https://www.dmzmuseum.com/museum"" target=""_blank"" title=""새창 : DMZ박물관홈페이지로 이동"">https://www.dmzmuseum.com/museum</a>",,24701,강원특별자치도 고성군 현내면 통일전망대로 369,,32,2,A04,A0401,A04010900,128.3827237,38.57637663,6,http://tong.visitkorea.or.kr/cms/resource/39/3026739_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3026739_image3_1.jpg,2.01404E+13,2.02504E+13,"강원도 고성군 DMZ박물관 2층에 위치한 ‘DMZ박물관 뮤지엄샵’은 (사)한국관광명품협회에서 운영하는 기념품점으로 안보와 생태관광 두가지 컨셉으로 DMZ특화 기념품을 개발하여 판매하고 있으며 대한민국 관광기념품 공모전 수상제품으로 구성되어 있어 한국의 전통미를 살린 기념품으로 선물용으로도 많이 판매되고 있다. 그 외 체험코너, 입상작 전시코너와 함께 동해가 한눈에 보이는 카페에서 차와 음악을 들을 수 있는 휴식 공간도 마련되어 있다. DMZ 박물관은 1.4㎞ 떨어져 있는 고성통일전망대를 먼저 방문해서 멀리 보이는 북한의 해안을 보고 나서 들리면 좋은 곳이다.",Type3,51,820,SH,SH05,SH050300,
1922074,14,화진포역사안보전시관,"<a href=""https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_05/view.do?cntno=51"" target=""_blank"" title=""새창 : 고성 문화관광 홈페이지로 이동"">https://www.gwgs.go.kr/</a>",,24707,강원특별자치도 고성군 현내면 이승만별장길 33,,32,2,A02,A0206,A02060300,128.4367915,38.47103166,6,http://tong.visitkorea.or.kr/cms/resource/10/3394010_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/10/3394010_image3_1.JPG,2.01405E+13,2.02507E+13,"화진포역사안보전시관(이승만·이기붕·김일성 별장)은 울창한 소나무 숲과 넓은 호수, 명사십리와 청정바다가 한데 어우러진 빼어난 자연경관을 자랑하는 고성의 대표적인 관광지이다. 동해안 최북단인 이곳은 주변 경관이 수려해 과거 분단 이전과 이후 남과 북의 정치인과 유명 인사들이 별장으로 이용한 자취가 근대문화유산으로 남아있다. 이승만 초대 대통령과 김일성, 이기붕과 박마리아 등 한국 근대역사의 한 페이지를 장식한 주요 정치가들이 별장을 지어 여름을 지낸 곳으로 유명하다.",Type3,51,820,VE,VE07,VE070300,
1968096,25,고성에서 인제로 가는 체험여행,,,,,,32,2,C01,C0112,C01120001,128.375638,38.58504215,4,http://tong.visitkorea.or.kr/cms/resource/10/1813110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1813110_image3_1.jpg,2.01411E+13,2.02308E+13,"동쪽 끝, 바다와 맞닿은 곳에 7번 국도가 있다. DMZ의 동쪽 시작점이자 한반도 내에 남과 북으로 나뉜 유일한 지역, 고성이 이 여행의 출발점이 된다. 고성은 사람의 왕래가 적은 곳이었다. 한국전쟁 전에는 전체가, 휴전 후에는 절반이 북에 남아 있는 ""수복지구""라 더욱 그렇다. 오가는 사람이 적으니 반세기 전 자연과 전쟁의 상흔이 고스란히 남아 공존하고 있다. 고성에서 인재로 가는 100Km의 길은 그래서 아름답다. ""인제가면 언제 오나"" 그 인제의 고개를 넘어갈 때도 고개만 들면 금강산이다. 어디에서도 누릴 수 없었던 푸른 자연과 갈수 없는 북녘 땅이 나란히 자리한다.",Type3,51,820,C01,C0112,C01120001,
1979622,25,강원도 고성의 송지호 캠핑장,,,,,,32,2,C01,C0116,C01160001,128.5133247,38.3428009,6,http://tong.visitkorea.or.kr/cms/resource/22/1813522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1813522_image3_1.jpg,2.01412E+13,2.02308E+13,"송지호 캠핑장은 얕은 수심과 깨끗한 백사장이 펼쳐져있는 죽도 주변에 위치해 있다. 그래서 주변에 볼거리 가볼만 한 곳이 많은 캠핑장이다. 6.25피해를 전혀 보지 않아 고택들이 고스란히 남아있는 곡성 왕곡마을과 송지호와 철새도래지, 주변 어촌마을에서의 다양한 체험도 놓치지 아까운 코스다.",Type3,51,820,C01,C0116,C01160001,
2514792,12,하늬라벤더팜,"<a href=""http://www.lavenderfarm.co.kr/"" target=""_blank"" title=""새창 : 하늬라벤더팜 홈페이지로 이동"">http://www.lavenderfarm.co.kr/</a>",,24740,강원특별자치도 고성군 간성읍 꽃대마을길 175,,32,2,A01,A0101,A01010700,128.4150501,38.34862053,6,http://tong.visitkorea.or.kr/cms/resource/40/3492140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3492140_image3_1.jpg,2.01711E+13,2.02505E+13,"하늬라벤더팜은 강원도 고성군 금강산 자락에 자리한 작은 산골 마을에 자리한 곳으로 매년 6월이면 언덕이 보랏빛으로 물들고, 라벤더 향기가 마을을 가득 채운다. 라벤더와 양귀비, 호밀밭이 주변 풍경과 어우러지며, 빈티지한 정원과 메타세쿼이아 숲이 이국적인 장관을 만들어 눈길을 사로잡는다. 이곳은 ‘라벤더 전도사’로 불리는 하덕호 대표가 2006년부터 약 3만 3,000㎡의 부지에 라벤더를 심어 가꾼 이곳은, 그의 열정으로 탄생한 라벤더 농장이다. 경기도 의왕시에서 허브숍을 운영하던 하 대표는 허브 제품의 원료가 되는 라벤더를 직접 재배하기 위해 이곳에 정착했다. 따뜻한 고성은 국내에서 라벤더가 자라기에 가장 적합한 기후 조건을 갖추고 있다.",Type3,51,820,NA,NA04,NA040700,
2514802,12,통일안보공원,"<a href=""http://www.tongiltour.co.kr/"" target=""_blank"" title=""새창 : 강원 고성 통일전망대 홈페이지로 이동"">http://www.tongiltour.co.kr/</a>",,24702,강원특별자치도 고성군 현내면 금강산로 481,,32,2,A02,A0201,A02011000,128.4166337,38.51442342,6,http://tong.visitkorea.or.kr/cms/resource/45/3378445_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/45/3378445_image3_1.JPG,2.01711E+13,2.02503E+13,"통일전망대로 가기 위해 반드시 거쳐야 하는 관문이 통일안보공원이다. 통일전망대 입장을 하기 전 안보교육관에서 영상물 관람이 이루어지며, 약 700명 동시 착석이 가능한 강당시설이다. 안보교육관 앞에는 평화 통일의 염원을 담고 있는 평화의 종이 설치되어 있다. 동해대로 방면 주차장 위쪽에 호림 유격전적비가 있다. 한국전쟁 직전 북한 무장 게릴라의 남침을 저지하다가 희생된 호림 유격대를 기리기 위해 조성했다. 전적비 상단에 횃불을 높이 든 유격대원 동상이 불굴의 기상을 보여준다.",Type3,51,820,HS,HS04,HS040200,
2514820,12,가진항,"<a title=""새창 : 고성군청 문화관광 홈페이지로 이동"" href=""https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_09/view.do?cntno=59"" target=""_blank"">https://www.gwgs.go.kr</a>",,24744,강원특별자치도 고성군 죽왕면 가진해변길 121-12,,32,2,A01,A0101,A01011400,128.5133184,38.36822293,6,http://tong.visitkorea.or.kr/cms/resource/36/3515836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3515836_image3_1.jpg,2.01711E+13,2.02508E+13,"아침에 조용히 혼자 걸었을 때 마음을 풍요롭게 하고 편하게 해주는 가진항은 어촌계의 비교적 큰 규모의 항이다. 가진항은 간성읍 사이에 위치한 항구로 7번 국도에서 마을로 통하는 도로를 이용하여 항구로 갈 수도 있고 공현진마을을 지나 새로 생긴 해안도로(우회도로)를 이용하여 바로 항구로 갈 수도 있다. 동쪽은 동해바다를 바라보고 있고, 서쪽으로는 간성읍 탑동리, 남쪽으로는 공현진 2리, 그리고 북쪽으로는 향목리가 각각 이웃하고 있다.",Type1,51,820,NA,NA02,NA020700,
2514823,39,해오름거진항생선찜,,,24723,강원특별자치도 고성군 거진읍 반암길 38,,32,2,A05,A0502,A05020100,128.4625324,38.42241284,6,http://tong.visitkorea.or.kr/cms/resource/32/3016332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3016332_image3_1.jpg,2.01711E+13,2.02507E+13,"반암해수욕장 근처에 위치하고 20년 이상 영업을 하고 있는 생선 맛집이다. 코다리찜, 모둠생선조림 등 사계절 맛있는 각종 찌개를 신선한 재료로 정성껏 요리한다. 밑반찬은 약 8종류로 깔끔하게 나온다. 코다리조림에는 약간의 떡과 우동사리가 들어 있고 빨간 양념이 달달하면서 짭쪼름하고 맛있다. 모듬생선구이 생선은 촉촉하니 금방 잡은 생선으로 요리한 것처럼 부드럽다. 식당 앞에 있는 의자에 앉아서 바다를 구경할 수도 있고 반암해수욕장 해변을 거닐면서 바다의 향기를 느끼며 즐거운 시간을 가질 수 있다. 식당과 함께 민박도 같이 운영을 하고 있다.",Type3,51,820,FD,FD01,FD010100,
2514832,39,청보횟집,"<a href=""http://ok114.co.kr/0336312584"" target=""_blank"" title=""새창 : 청보횟집 홈페이지로 이동"">http://ok114.co.kr/0336312584</a>",,24745,강원특별자치도 고성군 죽왕면 공현진해변길 95-3,,32,2,A05,A0502,A05020100,128.5099413,38.35606595,6,http://tong.visitkorea.or.kr/cms/resource/90/3016290_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3016290_image3_1.jpg,2.01711E+13,2.02507E+13,"청보횟집은 고성군 공현진해수욕장 내에 위치하고 자연산 활어판매를 전문으로 하는 고성의 매운탕 맛집이다. 1층은 수족관 및 주방이 있고, 2층은 음식을 먹는 식당으로 테이블식과 좌식이 있다. 최근 리모델링을 해서 깨끗하며 물회를 맛보러 오는 손님들이 주를 이룬다. 물회에는 일반물회, 해삼물회, 모둠물회가 있고 그 외에도 모둠회, 매운탕, 멍게비빔밥, 성게알밥, 회덮밥이 있다. 문어비빔국수를 신메뉴로 출시했고, 생선은 모두 청정 동해안 자연산을 판매한다. 파도 소리를 들으며 식사를 할 수 있고 인근 해수욕장을 둘러 볼 수 있다.",Type3,51,820,FD,FD01,FD010100,
2514834,12,"죽정분교(구,죽정초등학교)","<a title=""새창 : 고성군 문화관광"" href=""http://www.gwgs.go.kr/tour/"" target=""_blank"">http://www.gwgs.go.kr/tour/</a>",,24707,강원특별자치도 고성군 현내면 모정2길 2,,32,2,A02,A0203,A02030400,128.4197681,38.47047307,6,http://tong.visitkorea.or.kr/cms/resource/46/3070046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3070046_image3_1.jpg,2.01711E+13,2.02406E+13,"(구)죽정초등학교는 영화 〈몽당분교 올림픽〉 속 분교 처럼 아이들이 떠나 폐교된 곳이다. 1956년 11월 대진국민학교 죽정 분교장으로 개교했고, 이듬해 죽정국민학교로 설립 인가를 받았으며, 2008년까지 졸업생 1,241명을 배출하고 폐교했다는 내용이 교문 뒤 키 작은 비석에 또렷이 남았다. 비석 옆 반공 소년 이승복 동상 앞에 서면 단층으로 지은 교사와 이제는 아이들 웃음소리 대신 토끼풀이 가득한 운동장이 한눈에 담긴다.",Type3,51,820,EX,EX07,EX070200,
2514838,14,조각미술관 바우지움,"<a href=""http://www.bauzium.co.kr/"" target=""_blank"" title=""새창 : 바우지움 홈페이지로 이동"">http://www.bauzium.co.kr/</a>",,24768,강원특별자치도 고성군 토성면 원암온천3길 37,,32,2,A02,A0206,A02060500,128.5151758,38.21240224,6,,,2.01711E+13,2.02503E+13,"조각미술관 바우지움은 강원 고성군 토성면에 위치한 조각가 김명숙의 사립 미술관이다. 현대 조각의 대중화와 발전에 기여하기 위해 치과의사 안정모 박사와 조각가 김명숙 관장 부부가 2015년에 건립하였다. 조각가 김명숙의 작품 및 한국 근·현대 조각 작품들을 감상할 수 있다. 자연과 건축, 예술이 어우러진 아름다운 공간이다. 다양한 전시와 교육 프로그램을 진행하고 카페와 아트샵을 운영한다. 세 동으로 이루어진 갤러리와 다섯 가지 테마로 이뤄진 7,000평 부지의 야외정원으로 구성되어 있다.",,51,820,VE,VE07,VE070600,
2514846,12,대진항,"고성군 문화관광 <a href=""https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_09/view.do?cntno=101""target=""_blank"" title=""새창: 대진항"">http://www.gwgs.go.kr/tour</a><br>홈페이지 <a href=""http://daejin-port.co.kr/""target=""_blank"" title=""새창: 대진항"">http://daejin-port.co.kr/</a>",,24703,강원특별자치도 고성군 현내면 대진항길,(대진리),32,2,A01,A0101,A01011400,128.4247223,38.49980307,6,http://tong.visitkorea.or.kr/cms/resource/09/3383909_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/3383909_image3_1.JPG,2.01711E+13,2.02503E+13,"동해안 최북단에 위치한 항구이다. 처음엔 대범미진이라 불렀고, 그 후 안 씨와 김 씨가 개척하였다고 해서 안금리(安金里)라고 칭하다가 고려시대에는 여산현, 그 후에는 열산현에 속해 황금리라고 불러왔고, 1910년 이후에는 한나루라고 개칭하였다. 그 후 동해안을 따라 확장되는 신작로가 개설되고 1920년에는 고성군 현내면 소재리로 승격하였으며, 한나루(포구)에 축항을 쌓아 명실공히 조그마한 어항으로 축조되었고, 1925년부터 동해 북부선 철도공사가 시작되어 1935년에 개통을 보게 됨으로써 어항을 모체로 풍부한 수산자원 (청어, 정어리)과 농산물을 원산으로 수송케 됨으로써 교통의 요지가 되었다. (출처 : 고성군 문화관광)",Type3,51,820,NA,NA02,NA020700,
2514847,12,고성 문암리 유적,"고성군 문화관광 <a href=""https://www.gwgs.go.kr/prog/cultureAssets/tour/sub02_1001/C01/view.do?pageIndex=1&cntno=7"" target=""_blank"" title=""새창 : 고성군 문화관광 홈페이지로 이동"">https://www.gwgs.go.kr/prog/cultureAssets/tour</a>",,24752,강원특별자치도 고성군 죽왕면 문암진리,,32,2,A02,A0201,A02010700,128.5444286,38.30475872,6,http://tong.visitkorea.or.kr/cms/resource/16/3016316_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3016316_image3_1.jpg,2.01711E+13,2.02508E+13,"고성 문암리 선사유적은 동해안에서 내륙 쪽으로 약 400m 떨어진 구릉지대의 남쪽사면 사구위에 형성되어 있는데 인근에는 초기 철기시대의 유적이 분포하고 있어 여러 시기에 걸쳐 형성된 유적이다. 1998년 12월부터 1999년 3월까지 문화재청 국립 문화재연구소에서 전체 유적 중 약 200여평의 발굴조사를 한 결과 5개의 유물 포함층과 3개의 신석기시대 문화층이 퇴적되어 있음을 확인하였고 3기의 주거지와 야외 노지 등 다양한 유구가 발견되었다. 한반도 동북지방과 중국의 동북 3성 지방, 러시아 아무르강 연안을 포함하는 동북아시아의 신석기 문화와 한반도 선사인의 원류 및 이동경로, 당시의 문화계통과 전파 정도 등을 밝히는데 있어 매우 중요한 유적이다. 문암리 선사유적은 고성 여행지 중 가장 정적인 곳이다.",Type3,51,820,HS,HS01,HS011000,
2514914,25,"(고성) 옛것과 예술의 조우, 문화 산책",,,,,,32,2,C01,C0112,C01120001,128.5151453,38.21236891,,,,2.01711E+13,2.02308E+13,조각미술관 바우지움은 조각가 김명숙의 사립 미술관이다. 조각가 김명숙의 작품 및 한국 근·현대 조각 작품들을 감상할 수 있다.,,51,820,C01,C0112,C01120001,
2514924,25,(고성) 북녘땅과 마주한 DMZ 여행,,,,,,32,2,C01,C0112,C01120001,128.4166337,38.51442342,6,,,2.01711E+13,2.02308E+13,한국전쟁 직전 북한 무장 게릴라의 남침을 저지하다가 희생된 호림유격대를 기리기 위해 조성했다. 전적비 상단에 횃불을 높이 든 유격대원 동상이 불굴의 기상 을 보여준다.,,51,820,C01,C0112,C01120001,
2514954,25,"(인제~고성) 쉼과 여유, 역사가 있는 휴식 여행",,,,,,32,2,C01,C0114,C01140001,128.3582024,38.26517917,,,,2.01711E+13,2.02308E+13,고성군에서 운영하는 진부령미술관은 동해의 수려한 경관이 한눈에 보이는 진부령(529m) 정상에 우리나라에서 가장 높은 미술관이다.,,51,820,C01,C0114,C01140001,
2514956,25,"(고성) 화진포의 수려한 풍광 속으로, 자전거 여행",,,,,,32,2,C01,C0114,C01140001,128.4357441,38.48129711,,http://tong.visitkorea.or.kr/cms/resource/20/529720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/529720_image3_1.jpg,2.01711E+13,2.02308E+13,"강원도 고성군 현내면 화진포 관광지구 내에 위치한 화진포 해양박물관은 세계적으로 희귀한 각종 조개류, 갑각류, 산호류, 화석류, 박제 등 1,500여종 40,000여점을 전시한 패류전시관과, 각종 수조에 수중생물 125종 3,000여마리를 각각의 서식 환경과 컨셉에 따라 보여주는 어류전시관으로 구성되어 있다.",Type3,51,820,C01,C0114,C01140001,
2514959,25,"(고성) 숨은 영화 촬영지가 궁금할 때, 고성 무비 로드",,,24746,강원특별자치도 고성군 죽왕면 왕곡마을길 35,,32,2,C01,C0112,C01120001,128.5001538,38.34022594,6,http://tong.visitkorea.or.kr/cms/resource/16/175016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/175016_image3_1.jpg,2.01711E+13,2.02308E+13,송지호 북쪽에 들어선 왕곡 전통마을은 강원도 북부해안 지방으로 피서여행을 갈 때 꼭 한번 들러볼만한 곳이다. 해변과의 거리는 불과 1.5km인데 묘하게도 마을에서는 파도소리를 들을 수 없다.,Type3,51,820,C01,C0112,C01120001,
2514964,25,"(고성) 타박타박 해파랑길 걸으며, 별미 여행",,,,,,32,2,C01,C0112,C01120001,128.5340071,38.3140491,,http://tong.visitkorea.or.kr/cms/resource/13/1581413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1581413_image3_1.jpg,2.01711E+13,2.02308E+13,속초에서 북쪽으로 12km 떨어져 있는 삼포해변은 해당화와 울창한 소나무 솔숲이 유명하다.,Type3,51,820,C01,C0112,C01120001,
2568287,39,다연,"<a href=""http://ocean2you.co.kr/package/?type=dining"" target=""_blank"" title=""새창 : 한식당 다연 이동"">http://ocean2you.co.kr</a>",033-631-3812,24750,강원특별자치도 고성군 죽왕면 삼포해변길 9,1층,32,2,A05,A0502,A05020100,128.5309961,38.31710979,6,http://tong.visitkorea.or.kr/cms/resource/88/2568288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2568288_image3_1.jpg,2.01811E+13,2.02507E+13,"오션투유리조트 내에 위치한 다연은 매일 다양한 구성으로 제공되는 프리미엄 조식뷔페이다. 특급호텔 20년 근무 경력의 조리장이 질 좋은 제철 식재료를 선별하여 요리한다. 양식과 한식으로 다채롭게 구성되어 있어 입맛에 따라 만족스러운 식사를 할 수 있다. 이 외에 디저트, 샐러드 등도 준비되어 있다. 리조트 투숙객이 아닌 일반 외부인도 이용이 가능하며, 숙취에 좋은 해장국이 매일 랜덤으로 제공되고 있다. (출처 : 오션투유리조트 홈페이지)",Type3,51,820,FD,FD01,FD010100,다연
